date,semester,rank,team,acronym,total.points,previous.points,diff.points
2018,2,130,Andorra,AND,1120.0,1120.0,0.0
2018,2,130,Turkmenistan,TKM,1120.0,1120.0,0.0
2018,2,132,Nicaragua,NCA,1116.0,1116.0,0.0
2018,2,133,Yemen,YEM,1112.0,1112.0,0.0
2018,2,134,Eswatini,SWZ,1105.0,1108.0,-3.0
2018,2,135,Saint Kitts and Nevis,SKN,1104.0,1104.0,0.0
2018,2,136,Rwanda,RWA,1100.0,1100.0,0.0
2018,2,137,Angola,ANG,1096.0,1096.0,0.0
2018,2,138,Myanmar,MYA,1092.0,1092.0,0.0
2018,2,139,Botswana,BOT,1089.0,1088.0,1.0
2018,2,140,Tanzania,TAN,1084.0,1084.0,0.0
2018,2,141,Kosovo,KOS,1080.0,1080.0,0.0
2018,2,142,Hong Kong,HKG,1076.0,1076.0,0.0
2018,2,143,Solomon Islands,SOL,1072.0,1072.0,0.0
2018,2,143,Equatorial Guinea,EQG,1072.0,1072.0,0.0
2018,2,145,Afghanistan,AFG,1068.0,1068.0,0.0
2018,2,146,Guatemala,GUA,1064.0,1064.0,0.0
2018,2,146,Lesotho,LES,1064.0,1060.0,4.0
2018,2,148,Burundi,BDI,1056.0,1056.0,0.0
2018,2,149,Comoros,COM,1052.0,1052.0,0.0
2018,2,150,Maldives,MDV,1048.0,1048.0,0.0
2018,2,151,Ethiopia,ETH,1044.0,1044.0,0.0
2018,2,152,Dominican Republic,DOM,1040.0,1040.0,0.0
2018,2,153,Suriname,SUR,1036.0,1036.0,0.0
2018,2,154,New Caledonia,NCL,1032.0,1032.0,0.0
2018,2,155,Mauritius,MRI,1028.0,1028.0,0.0
2018,2,156,South Sudan,SSD,1024.0,1024.0,0.0
2018,2,157,Tahiti,TAH,1020.0,1020.0,0.0
2018,2,158,Liberia,LBR,1016.0,1016.0,0.0
2018,2,159,Kuwait,KUW,1012.0,1012.0,0.0
2018,2,160,Barbados,BRB,1005.0,1008.0,-3.0
2018,2,161,Nepal,NEP,1004.0,1004.0,0.0
2018,2,162,Vanuatu,VAN,1000.0,1000.0,0.0
2018,2,163,Belize,BLZ,999.0,996.0,3.0
2018,2,164,Indonesia,IDN,992.0,992.0,0.0
2018,2,165,Fiji,FIJ,985.0,988.0,-3.0
2018,2,166,Papua New Guinea,PNG,984.0,984.0,0.0
2018,2,166,Cambodia,CAM,984.0,984.0,0.0
2018,2,168,Grenada,GRN,980.0,980.0,0.0
2018,2,169,Singapore,SGP,976.0,976.0,0.0
2018,2,170,Saint Lucia,LCA,972.0,972.0,0.0
2018,2,171,Malaysia,MAS,971.0,968.0,3.0
2018,2,172,Gambia,GAM,964.0,964.0,0.0
2018,2,173,Puerto Rico,PUR,960.0,960.0,0.0
2018,2,173,Saint Vincent and the Grenadines,VIN,960.0,960.0,0.0
2018,2,175,Moldova,MDA,957.0,956.0,1.0
2018,2,176,Chad,CHA,956.0,956.0,0.0
2018,2,177,Dominica,DMA,952.0,952.0,0.0
2018,2,178,Laos,LAO,948.0,948.0,0.0
2018,2,178,Bermuda,BER,948.0,948.0,0.0
2018,2,180,Liechtenstein,LIE,944.0,944.0,0.0
2018,2,181,Cuba,CUB,940.0,940.0,0.0
2018,2,182,Guyana,GUY,936.0,936.0,0.0
2018,2,183,Bhutan,BHU,932.0,932.0,0.0
2018,2,184,Malta,MLT,928.0,928.0,0.0
2018,2,185,Macau,MAC,924.0,924.0,0.0
2018,2,186,Mongolia,MNG,920.0,920.0,0.0
2018,2,186,São Tomé and Príncipe,STP,920.0,920.0,0.0
2018,2,188,Aruba,ARU,916.0,916.0,0.0
2018,2,188,Seychelles,SEY,916.0,916.0,0.0
2018,2,190,Guam,GUM,912.0,912.0,0.0
2018,2,190,Timor-Leste,TLS,912.0,912.0,0.0
2018,2,192,American Samoa,ASA,908.0,908.0,0.0
2018,2,192,Cook Islands,COK,908.0,908.0,0.0
2018,2,194,Bangladesh,BAN,904.0,904.0,0.0
2018,2,195,Brunei,BRU,900.0,900.0,0.0
2018,2,195,Gibraltar,GIB,900.0,900.0,0.0
2018,2,197,Samoa,SAM,896.0,896.0,0.0
2018,2,197,Djibouti,DJI,896.0,896.0,0.0
2018,2,199,U.S. Virgin Islands,VIR,892.0,892.0,0.0
2018,2,200,Sri Lanka,SRI,888.0,888.0,0.0
2018,2,201,Pakistan,PAK,884.0,884.0,0.0
2018,2,202,Cayman Islands,CAY,880.0,880.0,0.0
2018,2,203,San Marino,SMR,876.0,876.0,0.0
2018,2,204,Montserrat,MSR,872.0,872.0,0.0
2018,2,204,British Virgin Islands,VGB,872.0,872.0,0.0
2018,2,206,Somalia,SOM,868.0,868.0,0.0
2018,2,206,Eritrea,ERI,868.0,868.0,0.0
2018,2,206,Tonga,TGA,868.0,868.0,0.0
2018,2,206,Bahamas,BAH,868.0,868.0,0.0
2018,2,206,Turks and Caicos Islands,TCA,868.0,868.0,0.0
2018,2,206,Anguilla,AIA,868.0,868.0,0.0
